Name,Sector,City,Address,Phone,Email,Lat-Long
NAMMA Training,Gyms,Chennai,"No.11, Ground Floor, Krishna Kuteera Apartments, Harrington Rd",Open ⋅ Closes 9:30 pm · 088845 62662,,
Maxxfit fitness center,Gyms,Chennai,"MaxxFit fitness center, 5, Puzhal Murugesan St",· 085310 50050,,
Strength culture,Gyms,Chennai,"14/6, North madha church square, lane",Open ⋅ Closes 10 pm,,
Body Story Vepery,Gyms,Chennai,"No.71-L, Jermiah Rd",Open ⋅ Closes 9 pm · 090806 38522,,
The Little Gym Of Alwarpet,Gyms,Chennai,"7+ years in business · ST Towers, Old No 122, New, 524, TT Krishnamachari Rd, near Motherhood Hospital",· 073587 07220,,
MMC Gym,Gyms,Chennai,"7+ years in business · Madras Medical College Mens Pg Hostel, Tamil Nadu Public Service Commission Rd",,,
Sweat and gain,Gyms,Chennai,"710, Poonamallee High Rd",· 090947 07010,,
God's Army fitness centre,Gyms,Chennai,"Chennai, Tamil Nadu",Open ⋅ Closes 9:30 pm,,
Bailwaan Gym,Gyms,Chennai,"No:9, Jawahar Rd",Open ⋅ Closes 10 pm · 098848 77009,,
Chennai Corporation Free Gym,Gyms,Chennai,"7+ years in business · Shop No, 121, Singara Thottam 4th Ln",Open ⋅ Closes 10 pm,,
S.S. Trainers,Gyms,Chennai,"7+ years in business · Shop No.49/99, Big St",Open ⋅ Closes 9 pm · 098415 30169,,
Weider Guna Gym,Gyms,Chennai,"5+ years in business · 5, Manikka Vinayagar Kovil St, near Rangasayee Street",Open ⋅ Closes 9:30 pm,,
Flip Style Fitness Studio-Gymnastics Classes|OMR|Chennai,Gyms,Chennai,"Navalur, Tamil Nadu",Open ⋅ Closes 10 pm · 089250 21444,,
Government Gym,Gyms,Chennai,5+ years in business · 37R3+FWH,Open 24 hours,,
Smart fitness & wellness,Gyms,Chennai,"Gopalapuram Cricket Ground, Conron Smith Rd",,,
Abinaya Gym & Health Centre,Gyms,Chennai,"10+ years in business · No 80/81, Opposite To Mannady Police Station, Broadway Rd",Open ⋅ Closes 9 pm · 044 2526 2955,,
The Quad @ Alwarpet,Gyms,Chennai,"5+ years in business · 314, TT Krishnamachari Rd",· 093840 43608,,
Abinaya Gym and Health Centre,Gyms,Chennai,"10+ years in business · Bus Stop, No. 422, Poonamallee High Rd, near NSK Nagar",Open ⋅ Closes 9 pm · 044 2363 4068,,
Talwalkars Inshape - Adyar,Gyms,Chennai,"Bus Depot, Old No.16, New No. 22/1,Above Raymonds showroom and casio watch shop Opp Gandhi Nagar, Sardar Patel Rd",· 044 4331 3100,,
Government Gym,Gyms,Chennai,"No 1A, Model School Rd",,,
Government GYM,Gyms,Chennai,363Q+WCG,Open ⋅ Closes 9 pm,,
Government Gym,Gyms,Chennai,"7+ years in business · No.125, 1st, Dr Radha Krishnan Salai",Open ⋅ Closes 9:30 pm,,
Jungle Gym,Gyms,Chennai,"35, South St",Open ⋅ Closes 10 pm,,
mpowerrr fitness,Gyms,Chennai,"27/28, RK. Salai, Dowlani towers, Mylapore, Chennai 600004 At spin dance studio or, below 27 culinary street",,,
Guna Fitness,Gyms,Chennai,"5+ years in business · 22, BB Rd",Open ⋅ Closes 9 pm · 097109 97717,,
King Gym,Gyms,Chennai,"10+ years in business · 279, Paper Mills Road",Open ⋅ Closes 9 pm · 098408 02307,,
8 Dimension Holistic Fitness,Gyms,Chennai,3+ years in business · Iyya Mudali St,Open ⋅ Closes 10:30 pm · 098401 04248,,
B. Fit Gym,Gyms,Chennai,"2nd Floor, Hameedia Shopping Mall, 108/109, Triplicane High Rd",· 044 4266 3307,,
Indian Power Gym,Gyms,Chennai,"109, Periyar Pathai W",,,
FIT BEAUTY LADIES FITNESS CENTRE,Gyms,Chennai,"2ND FLOOR, NO: 47 MEENAMBAL SALAI",Open ⋅ Closes 9 pm · 044 2554 8819,,
The Quad @ Nungambakkam,Gyms,Chennai,"1, Pycrofts Garden Rd",· 097907 77539,,
A.R Fitness,Gyms,Chennai,"3+ years in business · #28/3, Mettu St",,,
Slam Fitness,Gyms,Chennai,"3+ years in business · No. 6B, Balfour Road",,,
Fitness Centre,Gyms,Chennai,"3+ years in business · Taj Club House, Chennai, Woods Rd",,,
Grater Chennai Corporation Gym,Gyms,Chennai,"51-5, Jaganathan St",,,
99 Degree F Fitness Studio Pvt Ltd,Gyms,Chennai,"No 56, Ormes Rd",,,
Ateliers Fitness,Gyms,Chennai,"3727+8MW, Leonard St",· 095512 99822,,
Chennai Corporation Gym and Playground,Gyms,Chennai,"37Q6+6C3, Narayana Guru Salai",,,
My Health And Fitness Hub,Gyms,Chennai,"Midithepalli, Tamil Nadu",Temporarily closed,,
GRIT FITNESS,Gyms,Kolkata,"5+ years in business · 174, Chittaranjan Ave",Open ⋅ Closes 11 pm · 033 4602 2555,,
LIFE THE FITNESS STUDIO,Gyms,Kolkata,"5+ years in business · 36, 21, Chandra Nath Roy Rd",Open ⋅ Closes 11 pm · 085840 88349,,
Skulpt Gym,Gyms,Kolkata,"7+ years in business · 5th Floor, 57, Jawaharlal Nehru Rd",Open ⋅ Closes 10 pm · 033 4071 6035,,
ABSolute Fitness GYM - Kolkata,Gyms,Kolkata,"5+ years in business · Prantik Palli 205 1A, Bosepukur Purba Para Road",Open ⋅ Closes 9:45 pm · 087770 80798,,
Anytime Fitness,Gyms,Kolkata,"3+ years in business · 138, 6th Flr, Subh Sri, Rash Behari Ave",Open 24 hours · 098301 15665,,
Iron Addict Gym2,Gyms,Kolkata,"3+ years in business · 39, Kustia Rd",Open ⋅ Closes 11:30 pm · 070035 11514,,
ROAR FITNESS,Gyms,Kolkata,"3+ years in business · 83A, Elliot Rd, above IBRAH BANQUET",Open ⋅ Closes 11:30 pm · 074395 23009,,
Karma Fitness Studio,Gyms,Kolkata,"15+ years in business · P-23, Raja Basanta Roy Rd",Open ⋅ Closes 10 pm · 033 4060 3006,,
Oxy Gym,Gyms,Kolkata,"4th and 5th floor, Archade Building, 25 B, Chandni Chowk St",Open ⋅ Closes 10:30 pm · 098313 63981,,
Kick Fitness Gym 3,Gyms,Kolkata,"5+ years in business · 4B, Little Russel St",Open ⋅ Closes 11 pm · 033 4602 0502,,
Fitness Addiction,Gyms,Kolkata,"P-252, 3RD FLOOR, CIT Rd, above IDBI BANK",Open ⋅ Closes 10:30 pm · 089816 47118,,
PERFORMYX GYM & FITNESS STUDIO,Gyms,Kolkata,"5th Floor, Swami Swarupananda's Ashram, P-348, Kabi Sukanta Sarani, beside Pantaloons",Open ⋅ Closes 10 pm · 098316 82029,,
The Calcutta Fitness Studio Plus Park Circus,Gyms,Kolkata,"14, Syed Amir Ali Ave",Open ⋅ Closes 11:30 pm,,
Iron Armour Fitness Studio,Gyms,Kolkata,"1st Floor, 79, Vivekananda Rd",Open ⋅ Closes 11 pm · 078902 32914,,
STARMARK FITNESS STUDIO PRIVATE LIMITED,Gyms,Kolkata,"3+ years in business · City High, FIRST FLOOR, 85, Prince Anwar Shah Rd, near Navina Cinema Hall",Open ⋅ Closes 12:30 am · 098311 30003,,
Zest Fitness Studio,Gyms,Kolkata,"7+ years in business · 71, Karaya Rd",Open ⋅ Closes 8 pm,,
Moksha Gym,Gyms,Kolkata,"3+ years in business · ICICI Bank, 28/ 3A, Convent Rd",Open ⋅ Closes 10 pm · 082406 96885,,
Stark Fitness Studio,Gyms,Kolkata,"5+ years in business · B-77, Sammilani Park Near- Bengal Ambuja 1no. Gate/ Near Highland Park",Open ⋅ Closes 10 pm · 081009 14446,,
Rush Fitness Studio,Gyms,Kolkata,"7+ years in business · 144, Remount Rd, opp. to Toni and Guy Salon",Open ⋅ Closes 10 pm · 098307 73100,,
Rave Fitness Studio,Gyms,Kolkata,"7+ years in business · 220, Acharya Jagdish Chandra Bose Rd",Open ⋅ Closes 10 pm · 033 4004 2500,,
,Gyms,Kolkata,,,,
,Gyms,Kolkata,,,,
Friction Gym,Gyms,Kolkata,"3+ years in business · 88 Shyama Prasad Mukherjee Road Landmark: Above Central Bank of India To The Left of Bhowanipore P. S, next to Ashutosh College, opposite Chittaranjan seva sadan",Open ⋅ Closes 12 am · 082729 89608,,
Amplified Fitness Centre,Gyms,Kolkata,"7+ years in business · 63/1/2B, Sarat Bose Rd, opp. Motor Vehicles",Open 24 hours · 098301 37403,,
Asian Fitness,Gyms,Kolkata,"7+ years in business · Ruby, 33, RR Plot Main Rd, near Rail Vihar",Open ⋅ Closes 9:30 pm · 084209 26009,,
Forza Fitness,Gyms,Kolkata,"5+ years in business · 14/3, North Road",Open 24 hours · 074777 14200,,
Sturdy Fitness - III,Gyms,Kolkata,"18, 2, Vidyasagar St",Open ⋅ Closes 9 pm · 090380 61922,,
One Life Fitness - Gym Center Near Me | Fitness Center Near Me,Gyms,Kolkata,"5th Floor, Rehmatvai nursing home, 36/a, Ganesh Chandra Ave",Open ⋅ Closes 10:30 pm · 098316 24018,,
CROSSFIT FITNESS STUDIO | Best Gym in Garia | Fitness Center in Garia,Gyms,Kolkata,"park, A/1 GARIA Dj vata, Tripura Sundari Rd",Open ⋅ Closes 10:30 pm · 062896 46116,,
Karma - The Fitness Studio,Gyms,Kolkata,"15+ years in business · 19, Lake Ave, near Menoka Cinema",Open ⋅ Closes 10 pm · 098301 22334,,
Muscle Up Gym,Gyms,Kolkata,"3+ years in business · DB-17, First Floor",Open ⋅ Closes 10 pm · 086177 77413,,
Kick Fitness Gym,Gyms,Kolkata,"7+ years in business · 3rd floor, 82, Mother Teresa Sarani",Open ⋅ Closes 10 pm · 090380 13485,,
Road To Fitness,Gyms,Kolkata,"5+ years in business · 70, Beck Bagan Row 1st Floor Opposite Quest Mall (Gate",Open ⋅ Closes 12 am · 033 4603 6800,,
Muscle Up Gym,Gyms,Kolkata,5+ years in business · IB - 20,Open ⋅ Closes 10 pm · 086177 77413,,
Muscle Arena Gym,Gyms,Kolkata,"Momina House, 1W, Sapgachi 1st Ln",Open ⋅ Closes 10:30 pm · 098832 24867,,
Body Basic Gym (G.C.AVENUE),Gyms,Kolkata,"5+ years in business · P-15, Ganesh Chandra Ave",Open ⋅ Closes 11 pm · 098303 22509,,
The Fitness Factory,Gyms,Kolkata,"7+ years in business · 9th floor, About Reliance Digital & Reliance Trends, TFF The Fitness Factory, 26, Gariahat Rd",Open ⋅ Closes 10 pm · 074398 61142,,
"Cult Park Street - Gyms in Park Street Area, Kolkata",Gyms,Kolkata,"3+ years in business · 3rd Floor Bangur Bfl estate east gate, 31, Jawaharlal Nehru Rd",Open ⋅ Closes 10 pm,,
Fitness Xpress Gym 2 | Best Gym in Golf Green |,Gyms,Kolkata,"5+ years in business · Ground Floor, 60/123, H.P, Haripada Dutta Ln, near Old Better High School Shooting Bari",Open ⋅ Closes 10:30 pm · 078902 85711,,
Revive Fitness,Gyms,Kolkata,"2/1/1A, Munshi Bazaar Rd",Open ⋅ Closes 10 pm,,
Endorphins - Corrective Exercise Studio,Gyms,Kolkata,"5+ years in business · Building 7th Floor, Park Centre, 24, Mother Teresa Sarani",Open ⋅ Closes 10 pm · 033 4604 8040,,
The Calcutta Fitness Studio Chain Of Gyms,Gyms,Kolkata,"5+ years in business · 1, Motilal Gupta Rd",Open ⋅ Closes 11 pm · 096740 41906,,
COMBAT FITNESS,Gyms,Kolkata,"5+ years in business · 8/3, Harish Chandra Paul Ln",Open ⋅ Closes 10 pm · 062914 69887,,
Encore Fitness Studio,Gyms,Kolkata,"40, 1, Prince Anwar Shah Rd, near Dhaka Kalibari, opposite Sangit Kala Academy",Open ⋅ Closes 10 pm · 091631 56777,,
The Energy Hub Gym Kolkata,Gyms,Kolkata,"428, Deb Banerjee Rd",Open ⋅ Closes 10:30 pm,,
Power Hour Gym,Gyms,Kolkata,"56, CIT Rd",Open ⋅ Closes 11 pm · 091230 98737,,
Anytime Fitness,Gyms,Kolkata,"No 53, Magnum Aura, Nilani, 371, Nalini Ranjan Ave",Open 24 hours · 093300 27001,,
UFC - Universal Fitness Centre Acharya Prafulla Chandra Road,Gyms,Kolkata,"3+ years in business · 1st Floor, 94 A, Acharya Prafulla Chandra Rd",Open ⋅ Closes 10 pm · 093308 49538,,
Endorphins - Corrective Exercise Studio,Gyms,Kolkata,"7+ years in business · 23/1, Rustamjee St",Open ⋅ Closes 9:30 pm · 033 4073 3696,,
VFA GYM- BurnToShine,Gyms,Kolkata,"3+ years in business · 167A, Vivekananda Rd, near paul dhaba",Open ⋅ Closes 11 pm · 098306 16358,,
The Fitness Zone,Gyms,Kolkata,"59/60, Bagmari Rd",Open ⋅ Closes 10 pm,,
Evergreen Fitness India- Fitness Class |Gym center in South Kolkata,Gyms,Kolkata,"5+ years in business · Raksha Kali Mandir, 82/C, Karunamoyee Ghat Road(Tollygunge Land Mark",Open ⋅ Closes 9:30 pm · 090516 27778,,
Muscle Fitness Gym 2,Gyms,Kolkata,"3+ years in business · 67, Basanta Lal Saha Rd",Open ⋅ Closes 10 pm · 070034 33661,,
Rival Fitness Studio - Jodhpur Park,Gyms,Kolkata,"5+ years in business · 1/280, Jodhpur Park Rd",Open ⋅ Closes 11 pm · 090387 11540,,
The Calcutta Fitness Studio Plus Gariahat,Gyms,Kolkata,"4th Floor, 16, Leela, Jamini Roy Sarani",Open 24 hours · 090739 05215,,
Strength Fitness,Gyms,Kolkata,"2nd Floor, 8/3B, Hatibagan Rd N",Open ⋅ Closes 10 pm · 082408 00927,,
Stamina Unleashed,Gyms,Kolkata,"289D, Darga Rd",Open ⋅ Closes 10 pm · 089101 15782,,
Mettle Fitness Studio,Gyms,Kolkata,"5+ years in business · 15, Lake Place Rd",Open ⋅ Closes 10 pm · 083370 44611,,
Diamond Fitness,Gyms,Kolkata,"5+ years in business · Hotel Diamond Plaza, Basement",Open ⋅ Closes 10:30 pm · 098047 77816,,
BEAST FITNESS GYM,Gyms,Kolkata,"3+ years in business · Kolkata, West Bengal",Open ⋅ Closes 10 pm · 085829 92569,,
Transformation Fitness Studio,Gyms,Kolkata,"3+ years in business · 1st Floor, Satyam Enclave, 174/33A, Netaji Subhash Chandra Bose Rd",Open ⋅ Closes 11 pm · 070036 93573,,
The Flex Fitness,Gyms,Kolkata,"3+ years in business · 25, Bosepukur Rd, near light house, opposite petrol pump",Open ⋅ Closes 10 pm · 099032 77071,,
Slim N Fit Gym & Yoga,Gyms,Kolkata,"30+ years in business · Lala Lajpat Rai Sarini, 6D, Elgin Rd",Open ⋅ Closes 10 pm · 088517 94236,,
BODY LIFE GYM,Gyms,Kolkata,7+ years in business · CA 198,Open ⋅ Closes 9 pm · 080170 83216,,
Fitness Code,Gyms,Kolkata,"7+ years in business · 391, 122, Prince Anwar Shah Rd",Open ⋅ Closes 10:30 pm · 083349 06066,,
Castlewood Gym,Gyms,Kolkata,"7+ years in business · G-1, 725, Salt Lake Bypass",Open ⋅ Closes 10 pm · 098300 92309,,
Fitness Nation Studio | Best GYM In Tollygunge,Gyms,Kolkata,"5+ years in business · 4, Baburam Ghosh Rd, near Technician Studio, near Nanu",Open ⋅ Closes 10 pm · 082403 30838,,
Zest : The Next Level,Gyms,Kolkata,"50, Chowringee Rd",Open ⋅ Closes 10 pm,,
J M FITNESS,Gyms,Kolkata,"3+ years in business · 49, Jatindas Rd",Open ⋅ Closes 10 pm,,
Fitness Point 2,Gyms,Kolkata,"Belal Complex, 26, Topsia Rd, beside myMD Polyclinic",Open ⋅ Closes 11:30 pm,,
Vihan Fitness,Gyms,Kolkata,"7+ years in business · 60 / 128 / 1 Golfgardens, Besides, Golfgarden park, near Madhartala",Open ⋅ Closes 9:30 pm · 098360 16215,,
Gym X Fitness Studio (Kankurgachi) Near kankurgachi,Gyms,Kolkata,5+ years in business · P-252CIT,Open ⋅ Closes 10 pm · 084209 13720,,
Body Kingdom,Gyms,Kolkata,"7+ years in business · Kolkata, West Bengal",Open ⋅ Closes 10 pm · 090382 87130,,
Fitness First,Gyms,Kolkata,"5+ years in business · 90a, Beltala Rd",Open ⋅ Closes 9 pm · 011 4949 7000,,
The Calcutta Fitness Studio Plus Bhowanipore,Gyms,Kolkata,"6, Ramesh Mitra Rd",Open ⋅ Closes 12 am,,
Fitlife Gym,Gyms,Kolkata,"P, 81, CIT Rd Scheme 6M",Open ⋅ Closes 10 pm · 082829 66678,,
Goal Evolution Fitness,Gyms,Kolkata,"3+ years in business · First floor,8/3-A, Hati Bagan Rd, Hatibagan Rd N",Open ⋅ Closes 10 pm · 098361 13535,,
SWEAT & FITNESS,Gyms,Kolkata,"15, Madan Mitra Ln, nr. Ration Office",Open ⋅ Closes 1 am · 096747 64271,,
Pep Fitness,Gyms,Kolkata,"5+ years in business · 59, Balaji Tower, KN Sen Rd",Open ⋅ Closes 10 pm · 087777 25122,,
AP fitness Gym,Gyms,Kolkata,"3+ years in business · 63, Christopher Rd",Open ⋅ Closes 10 pm,,
Mantra Lifestyle Health Club,Gyms,Kolkata,"10+ years in business · Ground Floor, 29F, Barrackpore Trunk Rd",Open ⋅ Closes 10:30 pm · 090077 63533,,
Austere Fitness,Gyms,Kolkata,"5+ years in business · 7, 41, Netaji Nagar Rd",Open ⋅ Closes 2 am · 090518 37728,,
Iron addict gym3,Gyms,Kolkata,"35/3k, Topsia Rd",Open 24 hours · 070035 11514,,
Catalyst Fitness Hub,Gyms,Kolkata,"Just a 2 min walk from Armstrong gym, 40b, Garfa Main Rd",Open ⋅ Closes 11 pm,,
Fast Fitness Health Club,Gyms,Kolkata,"7+ years in business · 68 Bhupen roy road, James long sarani, beside national gems school",Open ⋅ Closes 10 pm · 098312 34454,,
Rival Fitness Studio - Baghajatin,Gyms,Kolkata,"7+ years in business · Ground Floor, 118, Raipur Rd E",Open ⋅ Closes 10:30 pm · 090387 11540,,
Age Fitness,Gyms,Kolkata,"3E, Nandy St, near AC Market",,,
Fit N Fine Multi-gym,Gyms,Kolkata,"5+ years in business · 14, Mansatala Row, near Mohsin School",Open ⋅ Closes 10:30 pm · 089610 38201,,
Ufit Gym,Gyms,Kolkata,"5+ years in business · bata more, 16, Royd Street near Assembly of God church School ( junior section",Open ⋅ Closes 10 pm,,
Samurai Uni Gym,Gyms,Kolkata,08-Apr,Open ⋅ Closes 10 pm,,
Asish & Deb Profitness,Gyms,Kolkata,"7+ years in business · 189, Grey St",Open ⋅ Closes 9 pm · 085840 91007,,
Benefit Fitness,Gyms,Kolkata,"4th Floor, Raikva Building, Eastern Metropolitan Bypass, opposite Salt Lake Stadium Road",Open ⋅ Closes 11 pm,,
BNB Fitness Solutions(Beleghata),Gyms,Kolkata,"7+ years in business · 36/C, Kalimuddin Sarkar Ln",Open ⋅ Closes 10 pm · 099031 13555,,
FITNESS ADDICTION STUDIO - BEST GYM l BEST FITNESS CENTER IN BELEGHATA KOLKATA,Gyms,Kolkata,"GROUND FLOOR, P-49, CIT Rd",Open ⋅ Closes 10 pm · 086974 16184,,
C5 gym,Gyms,Kolkata,"3+ years in business · 2, Jannagar Rd",Open ⋅ Closes 10 pm,,
Fitness Extreme,Gyms,Kolkata,"5+ years in business · 3rd Floor, 36",Open ⋅ Closes 10 pm · 079805 80820,,
X-FIT GYM,Gyms,Kolkata,"5+ years in business · 7, Sachin Mitra Ln",Open ⋅ Closes 9:30 pm,,
Raw Fitness Gym,Gyms,Kolkata,"51/A, Dr Sudhir Bose Rd",Open ⋅ Closes 12 am,,
Tatons Bodywork Gym,Gyms,Kolkata,"5+ years in business · 59/60 Bagmari Road,, 1st Floor of Bagmari Progati Sangha, Near Ultadanga Hudco Police Quarter Bus Stop",Open ⋅ Closes 10 pm · 070037 98676,,
Add Life Fitness & Health Spa,Gyms,Kolkata,"10+ years in business · Block-'A', 5th. Floor, 22, Camac St",Open ⋅ Closes 9 pm · 090511 11778,,
Fitnes2x,Gyms,Kolkata,"28A, Gobinda Ghosal Ln",Open ⋅ Closes 10 pm,,
92 LEO FITNESS,Gyms,Kolkata,"7+ years in business · 1H, Chatu Babu lane, beside SBI ( CIT Road Branch)",Open ⋅ Closes 10:30 pm · 098369 79493,,
Equinox Fitness,Gyms,Kolkata,"33c, Manohar Pukur Rd",Open ⋅ Closes 10:30 pm · 084202 91117,,
ROBUST FITNESS,Gyms,Kolkata,"10+ years in business · Prasad Square Building, 164, Acharya Jagdish Chandra Bose Rd",Open ⋅ Closes 10 pm · 098305 05132,,
Just Fitness,Gyms,Kolkata,"4, Dabur Park, near SBI Branch",Open ⋅ Closes 10 pm · 089109 81331,,
Proportion Gym,Gyms,Kolkata,"3+ years in business · 12/1A, Townshend Rd",Open ⋅ Closes 9 pm,,
Force Gym,Gyms,Kolkata,"7+ years in business · 26/1Z, Prasanna Kumar Tagore St",Open ⋅ Closes 9:30 pm · 090514 23247,,
Roy's Fitness,Gyms,Kolkata,"3+ years in business · South Dumdum, West Bengal",Open ⋅ Closes 10:30 pm · 080136 28907,,
SOLID GYM,Gyms,Kolkata,"5A, 5, Bedia Danga 2nd Ln, near Jahaj Bari or SBI",Open ⋅ Closes 10 pm · 089811 74101,,
Kaushiki Gym | Gym in South Kolkata | Fitness Centre in South Kolkata,Gyms,Kolkata,"5+ years in business · BL- SPD 2nd-FR, P, 630, Baghajatin Station Rd",Open ⋅ Closes 10 pm · 098300 63553,,
Gyms Fitness Studio Chiriamore,Gyms,Kolkata,"3+ years in business · Om Enclave, 59/2, Barrackpore Trunk Rd",Open ⋅ Closes 11 pm · 079801 68603,,
Viva Fitness Zone,Gyms,Kolkata,"3+ years in business · Carnival Cinema, HA-265, Salt Lake City, Sector 3, Near Salt Lake Big Bazaar",Open ⋅ Closes 9:30 pm,,
NCORE FITNESS,Gyms,Kolkata,"5+ years in business · 118, Karl Marx Sarani Rd",Open ⋅ Closes 10 pm,,
RULES GYM,Gyms,Kolkata,"47, Christopher Rd, near Hanuman Mandir",Open ⋅ Closes 10:30 pm · 091239 79057,,
Shakti Sangha Gym,Gyms,Kolkata,"5+ years in business · 16/1/1, Biplabi Barin Ghosh Sarani",Open ⋅ Closes 10 pm · 070037 98676,,
Tarun Fitness - Multi Gym,Gyms,Kolkata,"51/A, Sarkar Ln",Open ⋅ Closes 11 pm · 098309 14485,,
Kt,Gyms,Kolkata,"5+ years in business · 5A, Bidhannagar Rd, near muchibajar bus stop",Open ⋅ Closes 10:30 pm,,
Sweat Out,Gyms,Kolkata,"25+ years in business · 12, Park Street Queens mansion Room # 11, Gate#2 1st floor, opp. Park Hotel",Open ⋅ Closes 10 pm · 079801 40749,,
FLEX PLEX FITNESS,Gyms,Kolkata,"3+ years in business · 2nd floor, 82, Harish Mukherjee Rd",Open ⋅ Closes 10 pm,,
Absolution Fitness Studio,Gyms,Kolkata,"5+ years in business · 10/1, Ghosh Ln",Open ⋅ Closes 10 pm · 089816 53980,,
Health & Fitness Center,Gyms,Kolkata,5+ years in business · GC53+XXQ,Open ⋅ Closes 10 pm,,
Lifestyle & Fitness,Gyms,Kolkata,"20+ years in business · Shivamani Apartment, 47C, Diamond Harbour Rd",Open ⋅ Closes 9 pm · 098303 21169,,
I Feel Fitness - Gym,Gyms,Kolkata,"3+ years in business · 1st Floor, 113J, Matheswartala Road",Open ⋅ Closes 9 pm · 098300 15203,,
F3 fire fit fitness,Gyms,Kolkata,Raja Dinendra St,Open ⋅ Closes 10 pm,,
Fit & Fitness,Gyms,Kolkata,"93/3/9, Hari Ghosh St",Open ⋅ Closes 10:30 pm,,
The Fit Way Gym,Gyms,Kolkata,"51, Nalini Ranjan Ave",Open ⋅ Closes 10 pm,,
NU Apex Fitness Studio,Gyms,Kolkata,"28B, Samsul Huda Rd",Open ⋅ Closes 9 pm · 087778 59498,,
Body basic gym,Gyms,Kolkata,"3+ years in business · 258, 16, SH 1",Open ⋅ Closes 10 pm,,
Xystus,Gyms,Kolkata,"7+ years in business · 105 B, Selimpur Rd",Open ⋅ Closes 10:30 pm · 087682 07029,,
Body Shaper Gym and Fitness Studio,Gyms,Kolkata,"3+ years in business · K Saha House, 63, Becharam Chatterjee Rd, Near B",Open ⋅ Closes 10:30 pm · 098306 16135,,
